C:\Users\Public\Documents\Novel Studio\load_data\2025-12-11\10\loadapp_2025-12-11_16-47-10-060.load
Comment s10h
	PRV263-L::heel	PRV263-L::mid	PRV263-L::front	PRV263-L		PRV264-R::front	PRV264-R::mid	PRV264-R::heel	PRV264-R		Notes	
Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	Force[N]	Force[N]	Force[N]	Force[N]	Time[secs]	
2.130	347.200	149.800	162.400	659.400	2.130	0.000	1.510	16.610	18.120	2.130		
2.140	344.400	151.200	156.800	652.400	2.140	0.000	1.510	13.590	15.100	2.140		
2.150	341.600	151.200	154.000	646.800	2.150	0.000	4.530	19.630	24.160	2.150		
2.160	334.600	154.000	149.800	638.400	2.160	19.630	66.440	377.500	463.570	2.160		
2.170	329.000	154.000	144.200	627.200	2.170	24.160	46.810	291.430	362.400	2.170		
2.180	322.000	151.200	141.400	614.600	2.180	9.060	27.180	218.950	255.190	2.180		
2.190	316.400	149.800	137.200	603.400	2.190	9.060	31.710	234.050	274.820	2.190		
2.200	312.200	149.800	131.600	593.600	2.200	16.610	31.710	238.580	286.900	2.200		
2.210	302.400	141.400	124.600	568.400	2.210	19.630	31.710	224.990	276.330	2.210		
2.220	280.000	128.800	116.200	525.000	2.220	27.180	34.730	217.440	279.350	2.220		
2.230	271.600	127.400	112.000	511.000	2.230	28.690	36.240	211.400	276.330	2.230		
2.240	264.600	121.800	106.400	492.800	2.240	36.240	42.280	217.440	295.960	2.240		
2.250	254.800	116.200	102.200	473.200	2.250	42.280	46.810	221.970	311.060	2.250		
2.260	240.000	109.440	96.960	446.400	2.260	46.200	54.600	232.400	333.200	2.260		
2.270	226.560	104.640	92.160	423.360	2.270	51.800	61.600	239.400	352.800	2.270		
2.280	209.280	99.840	89.280	398.400	2.280	57.400	67.200	252.000	376.600	2.280		
2.290	194.880	94.080	84.480	373.440	2.290	61.600	74.200	259.000	394.800	2.290		
2.300	176.640	87.360	79.680	343.680	2.300	70.000	79.800	264.600	414.400	2.300		
2.310	162.240	81.600	74.880	318.720	2.310	77.000	86.800	267.400	431.200	2.310		
2.320	144.960	76.800	72.000	293.760	2.320	84.000	92.400	268.800	445.200	2.320		
2.330	126.720	72.000	69.120	267.840	2.330	92.400	99.400	271.600	463.400	2.330		
2.340	106.560	64.320	64.320	235.200	2.340	99.400	106.400	281.400	487.200	2.340		
2.350	87.360	59.520	59.520	206.400	2.350	102.200	114.800	291.200	508.200	2.350		
2.360	69.120	51.840	56.640	177.600	2.360	109.200	121.800	306.600	537.600	2.360		
2.370	51.840	47.040	54.720	153.600	2.370	114.800	128.800	322.000	565.600	2.370		
2.380	34.560	42.240	51.840	128.640	2.380	119.000	140.000	334.600	593.600	2.380		
2.390	22.080	34.560	51.840	108.480	2.390	127.400	147.000	341.600	616.000	2.390		
2.400	14.400	26.880	47.040	88.320	2.400	131.600	151.200	350.000	632.800	2.400		
2.410	9.860	22.440	42.500	74.800	2.410	136.770	159.330	352.500	648.600	2.410		
2.420	4.930	14.960	34.850	54.740	2.420	142.410	164.970	352.500	659.880	2.420		
2.430	4.930	9.860	27.370	42.160	2.430	149.460	172.020	352.500	673.980	2.430		
2.440	4.930	7.480	19.890	32.300	2.440	156.510	174.840	346.860	678.210	2.440		
2.450	4.930	4.930	9.860	19.720	2.450	162.150	179.070	341.220	682.440	2.450		
2.460	4.930	2.380	4.930	12.240	2.460	169.200	184.710	336.990	690.900	2.460		
2.470	4.930	2.380	0.000	7.310	2.470	174.840	188.940	329.940	693.720	2.470		
2.480	4.930	0.000	0.000	4.930	2.480	181.890	191.760	317.250	690.900	2.480		
2.490	4.930	0.000	0.000	4.930	2.490	188.940	191.760	304.560	685.260	2.490		
2.500	4.930	0.000	0.000	4.930	2.500	197.400	191.760	286.230	675.390	2.500		
2.510	4.930	0.000	0.000	4.930	2.510	204.450	191.760	269.310	665.520	2.510		
2.520	4.930	0.000	0.000	4.930	2.520	208.680	191.760	249.570	650.010	2.520		
2.530	4.930	0.000	0.000	4.930	2.530	219.960	188.940	231.240	640.140	2.530		
2.540	4.930	0.000	0.000	4.930	2.540	231.240	188.940	214.320	634.500	2.540		
2.550	4.930	0.000	0.000	4.930	2.550	241.110	186.120	197.400	624.630	2.550		
2.560	5.000	0.000	0.000	5.000	2.560	260.000	187.200	174.720	621.920	2.560		
2.570	5.000	0.000	0.000	5.000	2.570	276.640	183.040	153.920	613.600	2.570		
